,Unnamed: 0,Job Title,role_code,Category,Industry,Average/Salary Per Year
5544,8696,time report processing associate ,11803,,,
5545,8697,hr assistant/hr helpdesk,4494,,,
5546,8699,pre-school head coordinator ,7444,,,
5547,8701,process data engineer ,7528,,,
5548,8702,maintenance planner (engineer1),6226,,,
5549,8705,analyst - credit mi,374,,,
5550,8706,data analytics associate,2725,,,
5551,8708,sourcer - resourcing delivery amr,10507,,,
5552,8709,talent acquisition sourcer,11213,,,
5553,8711,compliance specialist - it audit,2013,,,
5554,8712,senior analyst/specialist,9267,,,
5555,8715,payroll partner,7251,,,
5556,8719,business development and synergy projects lead,1367,,,
5557,8720,business development and synergy officer,1366,,,
5558,8721,"synergy and external relations officer, black sheep",11079,,,
5559,8722,creative supervisor,2363,,,
5560,8723,"training associate, production and creative training",11865,,,
5561,8724,soft skills trainer,10356,,,
5562,8725,broadcast and speech communication instructor,1280,,,
5563,8726,"global talent advisor – downstream, integrated gas, renewables & energy solutions",4023,,,
5564,8727,global hr advisor – talent & development,3953,,,
5565,8728,global talent advisor – projects & technology,4024,,,
5566,8729,"regional hr business partner – thailand, indochina, philippines",8539,,,
5567,8730,country hr business partner – philippines,2322,,,
5568,8731,country hr supervisor,2326,,,
5569,8734,hrss operations analyst 1 (employee life cycle - core hr),4860,,,
5570,8737,director for membership,3048,,,
5571,8739,tax team manager,11298,,,
5572,8740,tax specialist -shell trading us co.,11297,,,
5573,8742,tax client accounting services associate,11287,,,
5574,8744,international mobility - hr operations,5371,,,
5575,8745,"team lead, verifications",11372,,,
5576,8747,training mentor,11875,,,
5577,8749,private shadow teacher,7490,,,
5578,8750,personal speech and behavioral therapist,7294,,,
5579,8757,spanish collector,10543,,,
5580,8758,market intelligence coordinator,6439,,,
5581,8759,market intelligence analyst,6438,Engineering and Sciences,Business Process Outsourcing,395000.0
5582,8761,credit and collections coordinator,2381,,,
5583,8762,credit and collections analyst,2380,,,
5584,8763,senior human resource advisor for us - gf/pt,9545,,,
5585,8764,hr advisor - global functions and lng,4416,,,
5586,8765,"hr advisor- policy, benefits and services",4451,,,
5587,8771,"supply chain commercial lead (contracting)- east production, cp ops manila igne australia",10997,,,
5588,8772,senior buyer- procurement contracts management,9366,,,
5589,8773,purchasing manager,8131,Energy and Utilities,Energy or Utilities,3500000.0
5590,8774,strategic sourcing analyst- packaging,10860,,,
5591,8775,procurement/ purchasing/ sourcing and new products/ projects development lead,7664,,,
5592,8776,package engineer and purchasing/ sourcing lead,7173,,,
5593,8777,package engineer,7172,,,
5594,8779,bilingual analyst (spanish),1173,,,
5595,8780,spanish translator (project-based),10553,,,
5596,8781,spanish customer service associate,10544,,,
5597,8782,spanish supply chain coordinator,10552,,,
5598,8785,digital marketing intern ,3000,,,
5599,8790,experienced tax associate,3472,,,
5600,8793,senior finance analyst - americas,9491,,,
5601,8794,finance analyst - europe,3585,,,
5602,8796,micro finance intern,6659,,,
5603,8797,vice chairperson for activity documentations & management,12091,,,
5604,8798,publicity junior officer ,8107,,,
5605,8803,human resource management intern,4898,,,
5606,8808,customer availability process (cap) team 2 associate,2460,,,
5607,8809,sales assistant,8885,,,
5608,8810,operations excellence lead (ph & rest of world),7001,,,
5609,8811,internal communications adviser - shell australia,5357,,,
5610,8812,"delivery lead, reorganization exits",2857,,,
5611,8813,sourcing hub lead - americas region,10520,,,
5612,8814,learning portfolio advisor – global commercial,6085,,,
5613,8815,"supervisor, global recruitment transactions",10958,,,
5614,8816,"account manager, graduate programme",95,,,
5615,8817,"recruitment services advisor, graduate programme",8470,,,
5616,8818,recruitment services analyst,8471,,,
5617,8819,local services transactions advisor,6169,,,
5618,8820,tier 1 systems support analyst,11784,,,
5619,8821,hr assistant for training and development,4486,,,
5620,8822,operations manager - downstream credit,7017,,,
5621,8823,senior team manager - credit risk management,10066,,,
5622,8824,finance advisor for global functions (global hr and upstream it),3581,,,
5623,8825,finance analyst - hydrocarbon management,3586,,,
5624,8827,finance transition team intern,3619,,,
5625,8832,employee relations associate,3250,,,
5626,8837,junior logistics assistant,5827,,,
5627,8838,bill to cash analyst,1181,,,
5628,8839,audit intern,1026,,,
5629,8840,global process assurance manager,3991,,,
5630,8841,facilities maintenance manager,3497,,,
5631,8843,project development associate / procurement officer / project management,7915,,,
5632,8844,graduate management trainee,4064,,,
5633,8846,road transport intern,8811,,,
5634,8847,sr. talent sourcing specialist - technical,10790,,,
5635,8848,talent sourcing specialist - americas,11269,,,
5636,8849,talent acquisition analyst,11178,,,
5637,8852,contracts advisor,2164,,,
5638,8853,turnaround order management,11988,,,
5639,8854,invoice support,5439,,,
5640,8855,operations process engineer,7042,,,
5641,8856,sr ci portfolio lead - expenditure,10657,,,
5642,8857,continuous improvement and customer excellence lead,2130,,,
5643,8863,accounting assistant intern,149,,,
5644,8864,customer sucess lead - medme,2668,,,
5645,8865,end to end delivery & cx lead,3263,,,
5646,8866,"team lead, customer operations",11361,,,
5647,8867,customer service professional - med/me,2613,,,
5648,8868,sales support specialist,8943,Finance and Insurance,Financial Services,531054.0
5649,8869,customer service professional - mesa/americas,2614,,,
5650,8870,solutions coach,10491,,,
5651,8872,pe instructor,7265,,,
5652,8874,hr secretary,4723,,,
5653,8875,supply chain lead - offshore wind renewables & energy solutions,11014,,,
5654,8876,supply chain lead - distributed energy new energies,11013,,,
5655,8877,senior buyer - re global,9361,,,
5656,8878,global content standards management - senior analyst,3923,,,
5657,8879,global operations and project pool analyst,3983,,,
5658,8880,supply chain operations officer / ea,11027,,,
5659,8881,management trainee/shift supervisor,6282,,,
5660,8883,procurement category specialist (pldt/smart),7627,,,
5661,8884,global procurement specialist,3995,,,
5662,8885,category manager (it and electronics)-officefab philippines,1632,,,
5663,8886,procurement coordinator,7632,,,
5664,8889,operations excellence advisor - global recruitment,6999,,,
5665,8890,finance operations manager,3611,,,
5666,8891,finance operations associate manager,3609,,,
5667,8895,sc analyst - materials data,9126,,,
5668,8896,material & production planning supervisor,6563,,,
5669,8897,leafspring production planner,6049,,,
5670,8898,assembly engineer,588,,,
5671,8899,production leader,7774,,,
5672,8901,rtp buyer (super user),8840,,,
5673,8902,assistant team lead,745,,,
5674,8903,purchasing & contracts asst.-ii,8113,,,
5675,8904,warehouseman,12216,Wholesale Trade,"Animal Feed, Wholesale",237000.0
5676,8905,cadd operator,1529,,,
5677,8907,science research asst.,9136,,,
5678,8908,"constructability, maintainability engineer",2050,,,
5679,8909,group leader - constructuon planning,4090,,,
5680,8910,t2 e&i assistant construction manager,11165,,,
5681,8911,construction lead engineer,2054,,,
5682,8912,construction engineer,2052,Manufacturing,Food and Beverage Manufacturing,700000.0
5683,8914,construction coordinator/engineer & shutdown area leader/owner,2051,,,
5684,8915,construction engr,2053,,,
5685,8924,team lead - us hr country operations,11342,,,
5686,8925,senior hr advisor - us hr operations,9529,,,
5687,8927,employee relations / industrial relations & communications officer,3245,,,
5688,8928,employee relations / industrial relations & communications specialist,3246,,,
5689,8929,benefits associate,1166,,,
5690,8931,senior team manager - contracting and procurement data,10065,,,
5691,8932,senior team manager - ap and billing,10064,,,
5692,8933,management information (mi) senior manager,6254,,,
5693,8934,team manager for ap and billing and exchange recon,11426,,,
5694,8935,specialist for borrow/ loan reconciliation (settlements),10602,,,
5695,8936,subject matter expert for gsap business implementation management,10913,,,
5696,8937,assistant manager - financial reporting,647,,,
5697,8945,junior executive,5807,,,
5698,8948,hr investigator - employee ir and compliance ,4599,,,
5699,8949,employee relations analyst,3248,,,
5700,8950,hr advisor - us operations ,4425,,,
5701,8951,hr employee services representative ii,4576,,,
5702,8952,hr shared services analyst,4753,,,
5703,8953,people services specialist,7279,,,
5704,8955,clinical staff intern,1830,,,
5705,8956,supply chain analyst - information and insights,10985,,,
5706,8957,edge star (graduate trainee) - mondelēz supply chain,3176,,,
5707,8958,director for data management and analytics,3042,,,
5708,8960,integrated lean six sigma college league participant,5257,,,
5709,8961,"safety, health, environment, and security intern",8848,,,
5710,8962,"project manager, cheer up pinoy",8013,,,
5711,8963,power camp 2018 participant,7422,,,
5712,8964,"student administrative assistant, office of scholarships and student services",10879,,,
5713,8965,"procurement specialist, contracting and procurement",7658,,,
5714,8966,"ssu analyst, contracting and procurement",10807,,,
5715,8969,senior data specialist-data improvement finance,9440,,,
5716,8970,finance data senior approver /group reporting mdm feasibility check approver,3598,,,
5717,8971,operations excellence data finance specialist,7000,,,
5718,8972,master data assets and projects approver,6548,,,
5719,8973, senior master reference data representative,9,,,
5720,8976, accounting & transfer assistant,0,,,
5721,8981,lead senior buyer,6006,,,
5722,8983,supplier account management - desktop applications team lead,10973,,,
5723,8984,supplier acoount management - hardware & maintenance team lead,10975,,,
5724,8985,supplier account management specialist,10974,,,
5725,8988,turnaround expediter,11987,,,
5726,8991,hr advisor (us operations),4410,,,
5727,8992,rpo consultant,8837,,,
5728,8994,analyst - ds energy accounting,377,,,
5729,8998,sr. specialist - helpdesk - finance and accounting,10770,,,
5730,8999,head of maintenance execution,4207,,,
5731,9000,offshore maintenance team leader,6893,,,
5732,9001,maintenance engineering lead,6222,,,
5733,9002,global process improvement engineer,3992,,,
5734,9003,sr. quality engineer,10752,,,
5735,9004,engineering training,3316,,,
5736,9005,sr. process and equipment engineer,10736,,,
5737,9007,contracting & procurement commercial manager,2151,,,
5738,9008,information and insights team lead,5142,,,
5739,9010,business improvement analyst,1397,,,
5740,9011,team manager - expenditure payroll accounting,11416,,,
5741,9014,accounting executive,168,,,
5742,9020,training researcher,11879,,,
5743,9027,video producer,12146,Media and Publishing,Media Network,1500000.0
5744,9029,resourcing manager - philippines,8745,,,
5745,9030,global talent and d&i excellence advisor,4025,,,
5746,9031,"regional recruiter, southeast asia cluster (philippines and singapore)",8558,,,
5747,9032,"country hr account manager, global functions",2320,,,
5748,9033,"hr project advisor, tabangao refinery",4693,,,
5749,9034,"recruitment advisor, shell business operations - manila",8377,,,
5750,9036,economic research apprentice,3172,,,
5751,9038,talent associate ii,11239,,,
5752,9040,senior associate - payroll accounting,9301,,,
5753,9042,student financial assistance program office - office assistance specialist,10890,,,
5754,9044,customer service agent(arrival agent),2580,,,
5755,9045,client support services associate,1811,,,
5756,9046,global assessor & operational excellence advisor,3910,,,
5757,9047,workday implementation coordinator,12317,,,
5758,9048,supervisor/leader for fixed term contract hr advisors,10970,,,
5759,9049,hr advisor process focal point (sme) country hr operations,4439,,,
5760,9050,hr operations - recruitment services advisor,4638,,,
5761,9051,tier 2 hr advisor for transactions (comp and ben),11789,,,
5762,9052,hr tier 2 casework advisor,4810,,,
5763,9053,hr tier 1 query desk advisor,4809,,,
5764,9054,recruitment operations team lead,8463,,,
5765,9057,ibm delivery team lead,5050,,,
5766,9058,client support specialist,1812,Professional Services,Customer Service Management Solutions,396000.0
5767,9059,hr service administrator,4731,,,
5768,9064,hr labor relations supervisor,4603,,,
5769,9072,financial services - global custmos classification ,3678,,,
5770,9075,place analyst,7349,,,
5771,9081,learning assessment coordinator,6079,,,
5772,9085,customer success specialist - lubricants,2665,,,
5773,9088,hr advisor - business partner ,4412,,,
5774,9089,global recruitment advisor,4001,,,
5775,9094,account officer assistant / junior assistant manager i,105,,,
5776,9096,"hr pbs advisor (policy, benefits & systems)",4654,,,
5777,9100,data control,2743,,,
5778,9102,government affairs intern,4051,,,
5779,9105,finance advisor,3580,,,
5780,9109,director for finance,3043,,,
5781,9110,business control intern,1353,,,
5782,9115,senior analyst - billing,9238,,,
5783,9118,hr process analyst - time and absence,4669,,,
5784,9120,sr. payroll support,10732,,,
5785,9121,"payroll, time, tax, benefits advisor ",7258,,,
5786,9122,tier 1 generalist,11781,,,
5787,9123,us operations advisor,12039,,,
5788,9124,executive operations agent,3445,,,
5789,9125,senior credit project lead,9410,,,
5790,9126,team manager - accounts payable,11410,,,
5791,9127,assistant project coordinator,724,,,
5792,9133,junior internal auditor,5821,,,
5793,9140,sales support executive,8941,,,
