,skill,skill_code
13618,emc san administration,1969
13619,wsus,6924
13620,ms exchange,3992
13621,nas,4048
13622,das,1563
13625,acronis true image,104
13626,symantec backup,6171
13647,monarch,3960
13649,community management,1134
13669,windows operating system,6841
13671,vmware esx,6717
13672,vmware infrastructure,6718
13673,vmware vsphere,6720
13683,it & business strategy alignment,3187
13695,content development,1287
13710,captivate,875
13711,articulate storyline,386
13712,blender,645
13743,electronics manufacturing,1937
13766,servant leadership,5663
13785, 8 years work experience in the procurement,6998
13786," practical knowledge in erp system (sap mm module, oracle)",7002
13787, good exposure to the fast paced work environment,7001
13788, good analytical and problem-solving skills & very keen attention to details,6999
13789, good at taking initiative to make countermeasures on problems being encountere,7000
13793,motion graphics,3974
13805,cash,896
13819,target segmentation,6226
13820,email campaign management,1947
13829,search engine marketing (sem),5605
13831,campaign management,851
13832,organizing events,4402
13834,credit and collections,1430
13845,trial balance,6506
13846,budget preparation,721
13848,financial control,2314
13849,financial controlling,2316
13850,mentoring new hires,3796
13856,wpf development,6917
13865,powerpivot,4695
13867,power query,4690
13878,invoice verification,3146
13892,data reconciliation,1615
13893,microfinance,3826
13904,mergers & acquisitions,3804
13930,data center virtualization,1581
13931,server & storage administration,5665
13952,web testing,6793
13981,smart view,5770
13992,client expectations management,1031
14021,cadence virtuoso ,833
14025,teamcenter,6274
14073,assurance,425
14107,occupational safety,4180
14117,microsoft publisher,3886
14131,dlp,1808
14156,capable of understanding process and mathematical methods,867
14157,proficient in communication skills,4878
14161,cashiering,908
14177,intercultural skills,3053
14178,process improvement projects,4794
14187,arduino ide,373
14207,project team management,4940
14215,swimming,6159
14216,concept art,1224
14219,storytelling,6039
14221,service now,5683
14223,escalation,2124
14224,remote troubleshooting,5176
14226,filing,2290
14260,material planning,3722
14312,cms,1077
14315,robohelp,5288
14323,ic,2903
14331,supply chain engineering,6130
14333,hvacr systems and controls,2859
14334,systems design,6199
14354,oracle ,4302
14367,interactive intelligence,3046
14368,genesys framework,2522
14369,gnu octave,2558
14370,dialux,1747
14371,etap,2139
14372,avaya ip telephony,478
14376,product safety,4845
14378,production processes,4858
14383,business continuity management system,748
14384,management of corrective action,3665
14430,sustainability,6148
14446,quotations,5055
14447,price quotes,4729
14463,ids,2915
14489,excel models,2178
14494,money market,3962
14499,oracle hcm cloud data management,4340
14500,oracle e-business suite payroll processing,4326
14501,401k plan administration,34
14503,"diversity, equity, & inclusion analysis",1805
14504,corporate gift matching,1366
14506,"recruitment, selection, & placement",5133
14509,resignation processing,5209
14549,u.s. gaap reporting,6528
14551,sage pro,5330
14598,dax,1649
14611,jasper reports,3253
14626,dell poweredge servers,1693
14627,sap gui,5467
14628,expense analysis,2208
14637,opex analysis,4295
14638,fixed asset,2367
14643,jp morgan access,3318
14645,openoffice,4266
14678,mathcad,3732
14682,ni labview,4128
14684,nanotechnology,4046
14729,design research,1713
14738,disaster recovery,1786
14739,cisco mds san switches,993
14741,emc storage,1970
14742,emc networker,1968
14743,ibm storage,2898
14744,netapp storage,4067
14762,buying,810
14767,video games,6678
14768,problem analysis,4763
14774,real time reports,5106
14784,correspondences,1383
14786,executive calendar management,2192
14793,records management,5115
14815,new program development,4116
14835,external audits,2227
14842,hfm,2709
14849,fdm,2266
14850,smartview,5775
14866,team trainer,6272
14889,tax provisions,6240
14945,media planning,3759
14959,policy analysis,4652
14966,analytical review,264
14967,blackline,642
14975,general accounting ,2509
14977,strategic leadership,6049
14985,customer service representatives,1530
14994,characterization,955
14999,reliability engineering,5168
15008,stress management,6075
15009,chemical engineers,969
15031,vhdl,6672
15039,ic layout,2904
15062,petroleum products,4565
15063,sales engineering,5349
15071,cisco nexus,997
15076,sourcefire,5888
15082,wide area network (wan),6820
15084,local area network (lan),3579
15086,f5 bigip,2232
15091,machining,3623
15094,arc welding,364
15095,lathe,3440
15098,shielded metal arc welding (smaw),5714
15101,metalworking,3810
15103,creo parametric,1445
15129,crowdstrike falcon,1474
15135,cyber defense,1540
15137,network analysis,4075
15140,threat & vulnerability management,6405
15144,core switching,1349
15149,web project management,6787
15156,fault management,2263
15157,global navigation satellite system (gnss),2549
15158,ibm tivoli,2899
15159,data transmission,1624
15194,permanent placement,4538
15204,creative content creation,1416
15205,academic writing,65
15209,participant observation,4460
15218,air conditioning,209
15220,hvac design,2857
15222,control valves,1323
15223,piping,4611
15224,service parts,5687
15259,system development,6187
15278,optimization,4299
15279,health & safety,2689
15302,data quality,1612
15305,toad 9.0,6424
15311,productivity analysis,4864
15315,sales planning,5355
15322,data cleaning,1583
15324,rdsl ,5088
15330,it grc,3198
15331,"governance, risk, compliance",2607
15335,web content creation,6774
15343,web content writing,6776
15357,disk encryption,1792
15412,semrush,5653
15416,hitwise,2734
15421,behavioral analytics,597
15431,insider threat activity,3012
15432,it compliance,3193
15433,suspicious activity reporting,6147
15435,it security assessments,3216
15436,it security policies & procedures,3219
15438,governance risk,2606
15439,rsa archer administration,5308
15471,financial operations,2327
15488,epicor erp,2094
15492,journal entries (accounting),3313
15493,closing entries,1059
15495,government reports,2611
15506,sharepoint workflow,5711
15511,supplier quality engineering,6120
15514,european union,2152
15524,able to work under pressure,59
15529,billing,624
15560,data architecture,1574
15564,business process re-engineering,793
15567,inventory accounting,3125
15570,fixed asset accounting,2368
15589,international development,3070
15591,university relations,6560
15592,university recruitment,6559
15615,asp.net ajax,400
15623,visual c++,6705
15629,micr,3820
15630,visual c#,6704
15642,cash application,897
15664,amazon redshift,243
15667,cash posting,905
15668,cash balance,898
15677,account payable,77
15679,financial reports,2333
15720,ruby on rails,5312
15723,grammar,2619
15737,"video editing (power director, after effects)",6677
15738,adobe flash professional,154
15739,tenacious work ethic,6352
15763,public markets,4984
15783,lean 7s,3464
15787,it risk management,3213
15824,software engineering,5833
15832,modbus,3952
15839,bacnet,529
15865,financial,2308
15868,capital & expense budget management,870
15882,tqm,6439
15909,architectural design,368
15927,customer retention,1522
15934,managing logistics,3671
15939,microsoft applications,3834
15941,labor management,3420
15959,productivity improvement,4865
15961,cultural awareness,1488
15988,foreign languages,2428
15993,business process development,786
15997,process im,4789
16037,compensation & benefit,1144
16042,branding,699
16049,events management,2168
16059,learning & development,3481
16073,defensive driving,1684
16074,swim lessons,6158
16078,intervie,3110
16079,data,1567
16096,sap isu,5483
16103,logistics systems,3594
16104,logistics analysis,3592
16105,procurement outsourcing,4816
16135,logo design,3595
16203,jboss application server,3280
16204,jboss eap,3281
16205,vendavo,6642
16212,business requirements,799
16214,confidentiality,1234
16216,record keeping,5111
16219,confidential documents,1233
16220,coordinating meetings,1336
16221,record maintenance,5112
16222,meeting scheduling,3787
16227,long term care insurance,3597
16229,end to end recruiting,2022
16232,passive candidate generation,4468
16248,government relations,2610
16249,customer onboarding,1512
16250,workday recruiting,6889
16254,self service,5641
16255,oracle hcm cloud system,4341
16274,quote preparation,5056
16283,itil v3 certified,3236
16284,oracle warehouse builder,4361
16290,archer,366
16291,sql server business intelligence develop,5965
16293,sales negotiation,5351
16294,sales acumen,5341
16304,linkedin sales navigator,3549
16305,social selling,5810
16308,tax management,6237
16309,tax planning,6238
16311,tax advisory,6233
16314,tax refund,6241
16320,myob,4040
16330,strategic financial planning,6042
16341,financial modelling,2326
16352,service orientation,5686
16354,performance dashboards,4525
16376,reorganization,5180
16382,escalation process,2125
16383,my oracle support,4037
16393,raspberry pi,5079
16413,ruby,5311
16500,spotfire,5937
16512,hcm processes & forms,2685
16521,google workspace,2603
16531,transcription,6475
16540,feature writing,2269
16551,hr analytics,2790
16568,hr software,2809
16570,payroll analysis,4489
16571,hrpro,2818
16574,wordpress design,6876
16581,customer success,1532
16582,chart,959
16605,calculations,836
16620,fusion,2477
16622,technical solution design,6309
16626,alteryx,230
16638,business letters,766
16657,basic html,568
16663,live chat,3565
16667,downstream oil & gas,1834
16683,certified public accountant,936
16685,dealer management,1660
16687,change orders,946
16697,e-invoicing,1860
16699,client billing,1027
16707,proficient in ms office,4879
16708,facilitation skills,2238
16717,counseling skills,1403
16718,multi-tasking,4018
16719,intake interview,3030
16720,event facilitation,2157
16731,technology management,6323
16743,boolean logic,674
16751,temporary staffing,6349
16760,staff augmentation,5982
16774,life skills,3531
16788,financial risk,2335
16791,financial markets,2324
16792,financial advisory,2310
16805,mandarin,3672
16812,resiliency,5211
16823,kenexa,3351
16826,customer experience design,1502
16827,customer journeys,1508
16831,customer focused design,1504
16864,risk analysis,5276
16874,controls testing,1328
16875,governance,2605
16876,it framework,3196
16917,assai document control,412
16920,refinery operations,5148
16928,fashion photography,2256
16930,fashion design,2253
16931,fashion shows,2257
16935,trade shows,6452
16950,barista,554
16951,hospitality industry,2750
16953,high level of accuracy,2714
16978,energy industry,2039
16984,salesforce,5372
16989,hospitality management,2751
16992,micros,3828
16993,rooms division,5295
16994,opening hotels,4263
16998,service standards,5690
16999,rooms division management,5296
17000,food service,2418
17005,restaurants,5229
17029,citrix workspace,1009
17030,legacy systems,3497
17031,manual drafting,3678
17041,accessibility,74
17052,social sciences,5809
17054,nonprofit management,4147
17068,notepad++,4151
17086,hsse,2821
17087,cardiopulmonary resuscitation (cpr),880
17088,first aider,2363
17090,error analysis,2119
17091,error correction,2120
17102,internal control implementation,3064
17106,big data analytics,620
17114,endur,2034
17116,project leadership,4925
17131,project implementation,4924
17139,supply chain analytics,6129
17140,strategic procurement,6057
17150,kepner-tregoe,3353
17162,primavera p6,4736
17165,reservation,5205
17172,progress monitoring,4909
17174,p6,4432
17187,promodel,4944
17191,ms project,3998
17208,uv,6604
17210,entrepreneurship,2079
17225,promotions,4946
17230,services marketing,5696
17241,human resource management,2846
17274,data coding,1585
